"","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","ExterQual","ExterCond","GarageQual","GarageCond","FireplaceQu","KitchenQual","HeatingQC","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinType2","Functional","GarageFinish","Fence","NewerDwelling","RegularLotShape","LandLeveled","LandSlopeGentle","ElectricalSB","GarageDetchd","HasPavedDrive","HasWoodDeck","Has2ndFlr","HasMasVnr","HasShed","Remodeled","RecentRemodel","NewHouse","HasX2ndFlrSF","HasMasVnrArea","HasWoodDeckSF","HasOpenPorchSF","HasEnclosedPorch","HasX3SsnPorch","HasScreenPorch","HighSeason","NbrhRich","NeighborhoodBin","PartialPlan","TotalArea","AreaInside","Age","TimeSinceSold","YearSinceRemodel","SalePrice"
"784",85,74,9101,5,6,5,5,104,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,5,2,602,303,30,0,0,0,0,0,7,6,3,4,3,3,3,4,4,4,3,6,1,7,2,3,5,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,2,0,14628,1110,32,1,31,165500
"785",75,35,6300,6,6,2,6,0,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,2,0,0,0,291,134,0,0,0,0,6,6,3,3,0,0,4,3,4,3,1,1,1,7,0,3,12,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,11212,1484,96,2,7,128000
"786",20,80,9790,6,5,4,4,0,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,4,2,457,0,0,0,0,197,0,0,9,6,3,3,3,3,4,3,2,3,1,3,2,7,1,3,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,15952,1342,43,1,42,161500
"787",50,60,10800,5,6,2,3,0,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,4,1,416,0,0,196,0,0,0,1200,6,6,3,4,3,3,0,3,2,2,1,2,1,7,1,3,4,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,16148,1652,95,0,60,139000
"788",60,76,10142,7,5,6,6,0,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,6,2,618,0,45,0,0,0,0,0,1,6,4,3,3,3,0,4,4,4,1,6,1,7,1,3,14,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,16961,2084,6,0,6,233000
"789",20,50,6000,4,7,4,6,0,0,0,901,901,901,0,0,901,0,0,1,0,2,1,4,0,4,1,281,0,0,0,0,0,0,0,8,6,3,3,2,3,0,3,4,3,1,1,1,7,1,3,9,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,9935,901,56,2,8,107900
"790",60,80.5,12205,6,8,4,6,157,568,0,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,4,2,444,133,168,0,0,0,0,0,7,6,3,3,3,3,0,4,3,3,4,2,1,7,2,3,14,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,3,0,19025.5,2087,44,3,0,187500
"791",120,43,3182,7,5,6,6,11,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,6,2,397,100,16,0,0,0,0,0,9,6,4,3,3,3,4,4,4,4,1,6,1,7,2,3,13,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,2,0,8329,1145,5,1,3,160200
"792",80,74,11333,6,5,5,5,0,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,5,2,539,120,0,0,0,0,0,0,5,6,3,3,3,3,3,3,2,4,3,5,1,7,1,3,8,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,2,0,16248,1062,34,3,31,146800
"793",60,92,9920,7,5,6,6,0,862,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,6,2,455,180,130,0,0,0,0,0,6,6,4,3,3,3,3,3,4,4,3,6,1,7,1,3,14,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,4,0,17037,2013,14,3,10,269790
"794",20,76,9158,8,5,6,6,140,0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,6,2,474,168,130,0,0,0,0,0,6,6,4,3,3,3,0,4,4,4,3,1,1,7,2,3,9,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,3,1,16130,1496,3,3,0,225000
"795",60,64,10832,7,5,6,6,0,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,6,2,409,143,46,0,0,0,0,500,10,6,4,3,3,3,3,4,4,4,1,1,1,7,2,3,14,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2,0,16708,1895,16,2,12,194500
"796",60,70,8400,6,6,5,5,130,0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,5,2,476,0,50,0,0,204,0,0,4,6,3,3,3,3,3,3,2,4,1,1,1,7,1,2,14,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,13758,1564,30,0,29,171000
"797",20,71,8197,6,5,5,5,148,0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,5,2,528,138,0,0,0,0,0,0,4,6,3,3,3,3,3,3,4,3,1,1,1,7,1,2,9,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,12972,1285,33,3,30,143500
"798",20,57,7677,5,5,4,4,0,570,0,203,773,773,0,0,773,0,0,1,0,2,1,4,0,4,1,240,0,0,0,0,0,0,0,4,6,3,3,3,3,0,3,3,3,1,4,1,7,1,3,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,0,11066,773,57,2,55,110000
"799",60,104,13518,9,5,6,6,860,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,6,3,820,144,78,0,0,0,0,0,7,6,5,3,3,3,4,5,4,5,1,1,1,7,2,3,14,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,4,1,25656,3140,2,1,0,485000
"800",50,60,7200,5,7,3,3,252,569,0,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,3,1,240,0,0,264,0,0,0,0,6,6,3,3,3,3,3,4,4,4,1,5,1,7,1,2,4,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,13014,1768,73,3,57,175000
"801",60,79,12798,6,5,6,6,0,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,6,2,603,403,114,185,0,0,0,400,5,6,3,3,3,3,0,4,3,4,4,6,1,7,1,3,14,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,3,0,18790,1688,13,2,11,200000
"802",30,40,4800,4,7,2,5,0,197,0,999,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,4,2,440,0,0,0,0,0,0,0,7,6,3,3,3,3,0,3,4,3,1,2,1,7,1,3,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,10064,1196,94,3,17,109900
"803",60,63,8199,7,5,6,6,0,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,6,2,410,36,18,0,0,0,0,0,10,6,4,3,3,3,4,4,4,4,3,6,1,7,2,3,14,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,13094,1456,5,2,3,189000
"804",60,107,13891,9,5,6,6,424,0,0,1734,1734,1734,1088,0,2822,0,0,3,1,4,1,12,1,6,3,1020,52,170,0,0,192,0,0,1,6,5,3,3,3,4,5,4,5,4,1,1,7,1,3,14,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,4,1,24968,2822,2,1,0,582933
"805",20,75,9000,5,5,4,4,0,812,0,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,4,1,286,0,0,0,0,0,0,0,6,6,3,3,3,3,0,3,2,3,1,2,1,3,1,0,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,0,13489,1128,56,4,52,118000
"806",20,91,12274,7,5,6,6,256,0,0,1417,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,6,2,554,0,60,0,0,0,0,0,7,6,4,3,3,3,0,5,4,4,1,1,1,7,1,3,9,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,3,1,18925,1428,2,2,0,227680
"807",80,75,9750,5,5,4,4,0,400,480,100,980,980,0,0,980,0,0,2,0,3,1,6,0,4,1,384,68,0,0,0,0,0,0,10,6,3,3,3,3,0,3,3,3,3,5,3,7,2,3,8,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,0,14197,980,43,4,39,135500
"808",70,144,21384,5,6,2,6,0,1309,0,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,2,2,528,0,312,0,0,0,0,0,5,6,3,3,3,3,3,4,4,3,4,6,1,7,1,3,10,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,28168,1576,87,1,5,223500
"809",80,85,13400,5,5,4,4,1047,516,128,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,4,2,484,0,0,0,0,0,0,0,6,6,3,3,3,3,4,3,2,3,3,5,4,7,1,0,8,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,2,0,19236,1086,44,4,40,159950
"810",75,90,8100,5,5,1,4,0,0,0,849,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,1,2,360,40,156,0,0,0,0,0,11,6,3,3,2,1,0,3,2,3,1,1,1,7,1,2,12,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,14720,2138,112,1,44,106000
"811",20,78,10140,6,6,5,6,99,663,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,5,2,484,265,0,0,0,0,648,0,1,6,3,3,3,3,2,4,1,3,1,5,2,7,1,4,9,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,2,0,16412,1309,36,4,7,181000
"812",120,70,4438,6,5,6,6,169,662,0,186,848,848,0,0,848,1,0,1,0,1,1,4,1,6,2,420,140,0,0,0,0,0,0,6,6,4,3,3,3,4,4,4,4,4,6,1,7,2,3,13,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,2,0,8629,848,6,2,4,144500
"813",20,66,8712,5,5,4,4,0,0,0,540,540,1044,0,0,1044,0,0,1,0,2,1,4,0,4,2,504,0,0,0,0,0,0,54,6,6,2,3,3,3,0,2,2,3,3,1,1,7,1,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,12450,1044,58,0,58,55993
"814",20,75,9750,6,6,4,4,243,608,0,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,4,1,301,0,0,275,0,0,0,500,4,6,3,3,3,3,0,3,3,3,1,3,1,7,1,3,9,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,2,0,16412,1442,52,3,49,157900
"815",50,45,8248,5,7,2,3,0,0,0,686,686,686,564,0,1250,0,1,1,1,3,1,7,0,4,1,280,207,0,96,0,0,0,0,7,6,3,3,3,3,0,2,3,3,1,1,1,7,1,3,4,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,12748,1250,92,4,56,116000
"816",20,48,12137,7,5,6,6,442,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,6,2,598,0,34,0,0,0,0,0,5,6,3,3,3,3,0,4,4,4,1,1,1,7,1,3,9,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,2,0,19879,1661,12,0,12,224900
"817",20,73,11425,5,6,4,4,0,486,0,522,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,4,1,275,0,0,120,0,0,0,0,7,6,3,3,3,3,4,3,3,3,1,4,1,7,1,3,9,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,2,0,15925,1008,56,4,52,137000
"818",20,74,13265,8,5,6,6,148,1218,0,350,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,6,3,857,150,59,0,0,0,0,0,7,6,4,3,3,3,4,4,4,4,1,6,1,7,1,3,9,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,2,0,21067,1689,8,2,6,271000
"819",80,80,8816,6,7,4,4,80,504,0,506,1010,1052,0,0,1052,1,0,1,0,3,1,6,0,4,2,440,0,0,0,0,0,0,0,6,6,3,3,3,3,0,3,3,3,3,6,1,7,1,2,8,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,3,0,13540,1052,39,0,39,155000
"820",120,44,6371,7,5,6,6,128,733,0,625,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,6,2,484,192,35,0,0,0,0,0,6,6,4,3,3,3,4,4,4,4,2,6,1,7,1,3,13,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,4,1,12686,1358,1,0,0,224000
"821",60,72,7226,7,5,6,6,0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,6,2,595,0,45,0,0,0,0,0,6,6,4,3,3,3,0,4,4,4,1,1,1,7,1,3,14,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,0,12814,1640,7,2,5,183000
"822",20,60,6000,4,4,4,4,0,0,0,936,936,936,0,0,936,0,0,1,0,2,1,4,0,5,2,576,0,32,112,0,0,0,0,2,6,2,3,3,3,0,3,2,2,1,1,1,1,1,3,9,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,10524,936,57,1,56,93000
"823",60,64,12394,7,5,6,6,0,0,0,847,847,847,886,0,1733,0,0,2,1,3,1,7,1,6,2,433,100,48,0,0,0,0,0,10,6,4,3,3,3,4,4,4,4,4,1,1,7,2,3,14,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,18199,1733,7,3,4,225000
"824",50,60,9900,6,7,3,3,0,0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,3,1,240,335,0,0,0,0,0,0,7,6,3,3,3,3,4,3,2,3,1,1,1,7,1,0,4,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,2,0,15069,1489,70,1,59,139500
"825",20,81,11216,8,5,6,6,0,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,6,2,776,0,140,0,0,0,0,0,6,6,4,3,3,3,4,4,4,4,1,1,1,7,1,3,9,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,3,1,18169,1489,4,4,0,232600
"826",20,114,14803,10,5,6,6,816,1636,0,442,2078,2084,0,0,2084,1,0,2,0,2,1,7,1,6,3,1220,188,45,0,0,0,0,0,6,6,5,3,3,3,4,5,4,5,3,6,1,7,2,3,9,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,4,1,25510,2084,3,2,0,385000
"827",45,50,6130,5,6,2,3,0,784,0,0,784,784,0,0,784,1,0,1,0,2,1,5,0,2,0,0,0,0,116,0,0,0,0,5,6,3,3,0,0,0,4,3,3,1,5,1,7,0,3,6,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,9432,784,86,2,58,109500
"828",20,65,8529,7,5,6,6,0,20,0,1434,1454,1434,0,0,1434,0,0,2,0,3,1,6,1,6,2,527,290,39,0,0,0,0,0,4,6,4,3,3,3,3,4,4,4,1,6,1,7,1,3,9,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2,0,15226,1434,9,1,8,189000
"829",60,80.5,28698,5,5,4,4,0,249,764,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,4,2,538,486,0,0,0,225,0,0,6,6,3,3,3,3,0,3,2,3,4,2,5,1,2,3,14,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,3,0,36305.5,2126,43,1,42,185000
"830",160,24,2544,7,5,6,6,0,0,0,600,600,520,623,80,1223,0,0,2,1,2,1,4,0,6,2,480,0,166,0,0,0,0,0,7,6,4,3,3,3,0,4,4,4,1,1,1,7,1,3,11,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,3,0,6860,1143,5,4,1,147400
"831",20,80,11900,6,5,4,4,387,1040,0,352,1392,1392,0,0,1392,1,0,1,1,3,1,6,2,4,2,458,0,0,0,0,192,0,0,6,6,3,3,3,3,4,3,2,3,1,3,1,7,1,3,9,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,2,0,18585,1392,53,2,51,166000
"832",160,30,3180,7,5,6,6,0,0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,6,2,480,0,166,0,0,0,0,0,6,6,3,3,3,3,0,4,4,4,1,1,1,7,1,3,11,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,3,0,7456,1120,5,4,1,151000
"833",60,44,9548,7,6,6,6,223,483,0,458,941,941,888,0,1829,1,0,2,1,3,1,7,1,6,2,613,192,39,0,0,0,0,0,1,6,4,3,3,3,3,4,4,4,1,6,1,7,1,3,14,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,16199,1829,7,0,7,237000
"834",20,100,10004,6,6,4,4,180,196,345,975,1516,1516,0,0,1516,0,0,1,1,3,1,6,0,4,2,472,0,0,0,0,152,0,0,2,6,3,3,3,3,0,3,2,3,1,3,4,7,1,3,9,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,16972,1516,46,1,45,167000
"835",20,75,7875,5,6,4,4,136,572,0,572,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,4,2,456,0,0,0,0,0,0,0,9,6,3,3,3,3,0,3,3,3,1,3,1,7,1,0,9,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,2,0,13118,1144,49,2,47,139950
"836",20,60,9600,4,7,3,6,0,442,0,625,1067,1067,0,0,1067,0,0,2,0,2,1,4,0,6,2,436,290,0,0,0,0,0,0,2,6,3,3,3,3,0,4,2,4,1,4,1,1,1,3,9,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,14654,1067,60,0,15,128000
"837",30,90,8100,5,6,3,5,0,338,0,1221,1559,1559,0,0,1559,1,0,1,0,2,1,5,0,3,2,812,0,116,230,0,0,0,0,6,6,3,3,3,3,0,3,3,3,1,3,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,15584,1559,62,3,34,153500
"838",160,21,1680,6,5,5,5,158,330,0,153,483,483,504,0,987,1,0,1,1,2,1,5,0,5,1,264,0,0,0,0,0,0,0,11,6,3,3,3,3,0,3,2,3,1,4,1,7,1,3,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,5063,987,37,2,35,100000
"839",20,75,9525,5,6,6,6,0,0,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,6,1,352,278,0,0,0,0,0,0,6,6,3,3,3,3,0,4,4,4,1,1,1,7,1,3,9,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,2,0,14626,1099,15,2,2,144000
"840",50,70,11767,5,6,3,6,0,352,0,416,768,768,432,0,1200,0,0,1,0,3,1,6,0,3,1,240,0,0,0,0,0,0,0,5,6,3,3,3,3,0,3,4,3,1,4,1,7,1,3,4,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,16013,1200,64,2,13,130500
"841",70,60,12155,6,8,2,3,0,156,0,516,672,810,672,0,1482,0,0,2,0,4,1,7,0,3,1,400,0,0,254,0,0,0,0,3,6,3,3,3,3,0,2,2,3,1,4,1,7,1,3,10,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,2,0,17177,1482,85,2,58,140000
"842",70,60,10440,5,8,1,6,0,0,0,650,650,958,581,0,1539,0,0,2,0,3,1,8,1,5,2,686,70,78,68,0,0,0,0,6,6,3,3,4,3,1,4,3,3,1,1,1,7,1,3,10,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,15780,1539,106,2,6,157500
"843",80,82,9020,6,7,4,4,183,312,539,276,1127,1165,0,0,1165,1,0,1,1,3,1,6,0,4,2,490,0,129,0,0,0,0,0,5,6,3,3,4,4,0,3,2,3,4,3,5,7,1,4,8,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,2,0,14488,1165,44,2,42,174900
"844",90,80,8000,5,4,4,4,0,0,0,1800,1800,1800,0,0,1800,0,0,2,0,6,2,10,0,4,0,0,0,0,0,0,0,0,0,7,6,3,3,0,0,0,3,4,3,1,1,1,7,0,3,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,0,15280,1800,49,3,46,141000
"845",50,100,12665,5,8,2,3,0,0,0,876,876,876,540,0,1416,0,0,1,1,4,1,7,1,3,3,720,418,0,194,0,0,0,0,6,6,3,3,3,3,4,3,3,3,2,1,1,7,1,3,4,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,18681,1416,95,2,58,153900
"846",85,72,16647,5,5,5,5,0,1390,0,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,5,2,611,0,0,0,0,0,0,0,1,6,3,3,3,3,3,3,2,4,4,5,1,1,2,3,5,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,23512,1701,35,3,26,171000
"847",60,75,9317,7,5,6,6,137,513,0,227,740,1006,769,0,1775,1,0,2,1,3,1,7,1,6,2,425,234,72,192,0,0,0,0,7,6,4,3,3,3,3,4,4,4,1,5,1,7,1,3,14,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,15482,1775,17,1,16,213000
"848",20,36,15523,5,6,5,5,0,460,0,404,864,864,0,0,864,1,0,1,0,3,1,5,1,5,1,338,0,0,0,0,0,0,0,8,6,3,3,3,3,2,3,4,3,3,4,1,7,1,3,9,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,0,19353,864,38,1,37,133500
"849",50,75,45600,6,8,1,6,0,0,0,907,907,1307,1051,0,2358,0,0,3,0,5,1,10,1,1,2,360,486,40,0,0,175,0,0,9,6,3,3,2,3,4,3,2,3,1,1,1,7,1,3,4,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,3,0,53266,2358,102,2,11,240000
"850",80,80,9600,6,7,5,6,360,0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,5,2,512,113,100,0,0,0,0,0,8,6,4,4,3,3,3,3,4,3,1,1,1,7,1,3,8,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,15531,1855,34,3,13,187000
"851",120,36,4435,6,5,6,6,170,659,0,189,848,848,0,0,848,1,0,1,0,1,1,3,0,6,2,420,140,0,0,0,0,0,0,11,6,4,3,3,3,0,4,4,4,3,6,1,7,2,3,13,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,8593,848,7,3,4,131500
"852",120,43,3196,8,5,6,6,40,0,0,1273,1273,1456,0,0,1456,0,0,2,0,2,1,7,1,6,2,400,143,20,0,0,0,0,0,5,6,4,3,3,3,3,4,4,4,4,1,1,7,2,3,13,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,2,0,9300,1456,7,4,3,215000
"853",75,53,7128,7,5,3,3,0,364,0,554,918,918,728,0,1646,0,0,2,0,4,1,7,2,3,1,240,0,0,0,0,126,0,0,8,6,3,4,3,3,4,3,3,3,1,3,1,7,1,2,12,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,3,0,12675,1646,69,3,57,164000
"854",80,73,12095,6,6,4,4,115,564,0,563,1127,1445,0,0,1445,0,0,1,1,3,1,7,1,4,2,645,180,0,0,0,0,0,0,8,6,3,4,3,3,2,3,2,3,4,3,1,7,1,2,8,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,18252,1445,46,1,45,158000
"855",20,102,17920,5,4,4,5,0,306,1085,372,1763,1779,0,0,1779,1,0,1,1,3,1,6,1,4,2,454,0,418,0,0,312,0,0,7,6,3,3,3,3,4,3,2,3,2,5,3,7,1,3,9,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,26290,1779,55,4,32,170000
"856",20,72,6897,5,8,4,6,0,659,0,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,4,1,260,0,104,0,0,0,0,0,4,6,3,4,3,3,0,3,4,3,1,5,1,7,1,3,9,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,11493,1040,48,0,0,127000
"857",80,70,10970,6,6,5,5,0,505,435,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,5,2,576,0,0,34,0,0,0,0,10,6,3,3,3,2,0,3,2,4,4,6,2,7,1,2,8,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,2,0,15582,1026,32,2,30,147000
"858",60,65,8125,6,5,6,6,0,0,0,702,702,702,779,0,1481,0,0,2,1,3,1,6,1,6,2,343,0,36,0,0,0,0,0,3,6,3,3,3,3,3,3,3,4,1,1,1,7,2,3,14,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,2,0,12935,1481,16,1,14,174000
"859",20,80,10400,7,5,5,5,189,0,0,1090,1090,1370,0,0,1370,0,0,2,0,3,1,6,1,5,2,479,0,0,0,0,0,0,0,6,6,3,3,3,3,3,3,2,4,1,1,1,7,1,2,9,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,2,0,16068,1370,34,1,33,152000
"860",60,80,11029,6,7,4,5,220,619,0,435,1054,1512,1142,0,2654,1,0,2,1,4,1,9,1,4,2,619,0,65,0,0,222,0,0,8,6,3,3,3,3,4,4,2,3,2,4,1,7,1,3,14,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,19651,2654,42,4,22,250000
